,latent_mean_0,latent_mean_1,latent_mean_2,latent_mean_3,latent_logvar_0,latent_logvar_1,latent_logvar_2,latent_logvar_3,Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i},Gaussian_latent_var_feature_{i}
20,1.3678422,-0.38563627,-0.73182935,-0.014608592,-1.687994,-0.4908762,-0.51030934,-0.8790084,1.5354431,-1.3561007,0.50996774,0.057710826
21,1.1663308,0.7493556,0.24952024,0.16290817,-1.8543916,-0.5708229,-0.43599093,-1.0036899,1.2418784,0.80049866,0.5483111,0.010204285
22,-0.2170363,-1.253076,0.21439594,-1.7556442,-2.793145,-0.77019,-0.7007661,-1.1996989,0.13345534,-1.0181401,-0.26063558,-1.7707621
23,1.0970545,-1.0601618,-1.3909981,0.17231354,-1.8641967,-0.52570283,-0.7340616,-0.97262466,1.359883,-1.5749059,-1.4170871,0.6571006
24,-0.066826046,1.1088862,-1.0868533,-1.0124577,-2.6390603,-1.1339638,-0.9201049,-1.3148172,-0.40824166,0.78867245,-1.1043984,0.068166375
25,-0.039805472,1.03381,0.87232405,-0.7418666,-2.7024665,-1.1239238,-0.67277735,-1.4033947,-0.3853006,1.4023893,0.875163,-0.39443925
26,0.3292209,2.7613602,-0.072369754,-2.2020397,-2.3412352,-2.299787,-0.44655645,-1.0817659,0.20549676,2.9935453,-0.4155931,-3.2524657
27,0.31573063,0.3876745,-2.4013195,1.0927027,-2.5258498,-0.7601222,-1.2363532,-1.5411277,0.6795384,1.2746313,-1.6527939,1.2355831
28,-0.0449571,-0.32271564,-0.9889625,0.56394935,-2.6360462,-0.7757075,-1.0366104,-1.6004868,0.15612052,-0.3227,-0.88962185,0.9161689
29,0.6836223,0.24640387,-2.4267457,0.73573095,-2.230819,-0.655414,-1.0716877,-1.2610569,1.0068369,-1.487602,-1.8066137,1.4007733
30,-0.75508714,-2.037028,-1.387213,-0.565324,-3.1786823,-0.7235174,-1.3135455,-1.6830854,-0.40189594,-2.330338,-1.6407613,-0.61651343
31,0.38635498,-0.017460927,0.75459677,0.19630775,-2.3678026,-0.7843788,-0.72085774,-1.3637261,0.59436363,-0.43194717,0.4590784,0.33035564
32,-0.8953574,-1.186111,1.0051684,0.77698,-3.2752478,-0.8137837,-1.2158707,-1.8826172,-1.1941712,-1.4240177,0.9295558,1.1830527
33,-0.56866217,0.20187034,-2.304503,0.56183,-2.9467294,-0.74705696,-1.3831148,-1.8030357,-0.3970402,0.6532267,-1.807501,0.11830449
34,0.39823312,-1.9020873,-1.3198035,-0.4868607,-2.3738594,-0.77970016,-0.89752614,-1.1439053,0.30796516,-1.3878568,-1.9601495,0.0077426136
35,-0.29463524,0.58028144,-2.4749992,0.93953246,-2.861824,-0.7299756,-1.393663,-1.7749195,-0.2141901,0.7430675,-2.6235378,1.6723642
36,-0.114032656,-1.6437473,-2.27671,0.4548666,-2.808434,-0.86634994,-1.3901441,-1.6519349,0.41903242,-1.132405,-1.9711297,0.16474128
37,0.1148414,-0.8369706,0.0041807294,-1.5446604,-2.536377,-0.8419318,-0.6088588,-1.0995563,0.17856582,-0.29116815,0.36115536,-1.2681979
38,-0.6556269,1.654373,0.30318576,-1.5076007,-3.1346679,-1.5190406,-0.8603233,-1.6095276,-0.82581866,1.1098189,-0.65552485,-1.3351673
39,0.78405744,-1.7007391,0.48792034,-0.8962434,-2.1089253,-0.6648473,-0.5234976,-0.9496583,1.2193135,-1.0318345,-0.064478815,0.14079052
40,-0.7470829,-1.5766591,-0.47083706,0.79219794,-3.120179,-0.7311708,-1.0798728,-1.9207525,-0.8431466,-1.5281183,-0.29445034,1.3209908
41,0.3123886,-0.47997308,0.8695969,-0.31291348,-2.42637,-0.80586,-0.65457785,-1.2983537,-0.108824134,-0.97240376,-0.8514425,-0.9871357
42,1.0757582,0.6924568,-0.06993526,-0.94888324,-1.8940336,-0.862637,-0.34096935,-0.8642144,0.48673838,0.4309824,1.8603928,-0.8506005
43,1.4904819,-0.034534737,-0.57339853,0.6500992,-1.659237,-0.32263732,-0.5135839,-0.86071754,1.4784913,0.3489492,-0.41617042,0.9365431
44,0.23225397,-0.45511597,0.09872764,-0.96146435,-2.449201,-0.8852115,-0.6330717,-1.1900158,0.39964288,0.21517342,0.5669753,-0.6931461
45,-0.2833416,-2.3178086,-0.2958972,-1.9658986,-2.886817,-0.8135262,-0.9858086,-1.1865374,-0.4572336,-3.080062,0.24025983,-1.6866212
46,-0.4755662,1.8570448,1.5674629,0.7510794,-3.0807977,-1.227659,-0.9851589,-1.8279366,-0.4278538,1.4061301,2.2990258,0.62757134
47,-0.90693426,0.47403938,-0.9603668,0.42139173,-3.1436555,-0.7803714,-1.0741061,-1.8699994,-0.6772877,-0.42001975,-1.4182211,-0.5069244
48,-0.13472033,2.7723913,0.81185454,-0.05274585,-2.8913085,-1.3493979,-0.79652566,-1.5972295,0.41268092,2.895575,1.0496706,-0.09160927
49,-0.3514212,-0.09619661,1.1058273,-0.6278945,-2.9629538,-0.8952313,-0.81465065,-1.5548818,-0.25646916,-0.2083651,0.80324334,-0.069937825
50,-1.2015123,0.1380323,0.36803836,-0.28150487,-3.394392,-0.7988806,-0.9730353,-1.8670845,-1.1572995,0.7548985,0.22721224,-0.017288655
51,0.39641494,0.90724725,-0.6348118,-0.17858417,-2.3396258,-0.96544737,-0.7144226,-1.2584116,0.014167011,0.8231273,-0.2571848,-0.2405922
52,0.31386286,0.8666809,-0.32502103,0.7075065,-2.4713075,-0.8117583,-0.8815054,-1.4671607,0.21438122,0.6001601,0.70895386,0.33633012
53,0.36094075,0.2791291,0.63106817,-0.8208248,-2.3537996,-0.996086,-0.52696246,-1.1831938,0.30979663,1.0482066,0.6189891,-1.5181769
54,-0.037703156,-0.86613613,1.042779,-0.61062586,-2.7088904,-0.7750411,-0.7333756,-1.3876648,0.2705863,-1.4070828,0.9372291,-1.4688594
55,-0.5766465,0.61629206,0.40590912,-0.14055385,-3.079686,-1.045644,-0.9497738,-1.7371578,-0.57209074,0.44437072,0.24063902,-0.9227436
56,0.47196883,0.39854243,-1.7139108,1.2811369,-2.375731,-0.5944656,-1.0085623,-1.4125335,0.6037346,0.24483995,-2.2396073,0.8139771
57,0.12069172,-1.2382841,0.26499134,0.32877278,-2.5932302,-0.72633564,-0.9332374,-1.4855824,-0.19619277,-1.8513863,-0.06413925,0.53098166
58,0.14357775,-1.3799827,1.1464543,-0.6930268,-2.5785441,-0.7518833,-0.6671641,-1.2768402,0.09905368,-1.3469921,1.8130908,0.35441566
59,1.269186,0.16331486,1.0241611,1.1427261,-1.8708731,-0.28218544,-0.5108184,-0.98582774,1.1653172,0.25673267,1.0277588,0.67972887
60,-0.67942005,2.872903,1.3119864,0.014111526,-3.189529,-1.4601691,-0.8350089,-1.8321121,-0.9767575,2.8637788,1.0482078,0.6161781
61,-0.2654341,2.9832082,-0.1623233,-0.5723334,-2.8510826,-1.8408098,-0.85194683,-1.5858631,-0.20465259,2.5724483,-0.8494143,-0.43414962
62,0.4969216,0.21343432,-2.2146635,1.0879389,-2.3757038,-0.6635915,-1.1149392,-1.3953813,0.455324,1.7542974,-2.720881,0.9451572
63,0.48318404,0.28977144,-1.499207,-0.45095807,-2.2631598,-0.92628014,-0.8292617,-1.1232126,0.18831751,0.22563304,-1.2104769,-1.4854388
64,-0.4904595,1.0991906,-0.63500124,-0.325786,-2.961401,-1.0540824,-1.0155778,-1.6543792,-0.64841795,1.0912927,-1.4134774,0.17176625
65,0.10384464,-0.39886945,1.0397596,1.4718877,-2.6532679,-0.7078849,-0.98517215,-1.5658864,0.10347035,-0.93465346,0.73869765,1.3718518
66,-0.31630462,-0.2692232,-0.27883965,-1.2677249,-2.8450794,-0.9139534,-0.7920469,-1.3816738,-0.20874606,0.27290553,-0.54936576,-1.4338983
67,0.2276941,-1.0540546,-1.1197,1.2249817,-2.5265145,-0.7120981,-1.1104434,-1.5646464,-0.003756538,-1.3695456,-1.1582034,1.1071038
68,0.6988959,-0.2350436,-0.40537387,-0.52691656,-2.0756583,-0.8104769,-0.5923276,-1.054796,0.49894994,-0.23462182,0.18061441,-1.137564
69,0.233702,0.2700184,-1.5567842,-0.7909078,-2.4203315,-0.991783,-0.91991407,-1.1794574,-0.19885209,-0.47295004,-0.919774,-0.18638986
70,-0.6047369,1.8322967,-0.6385669,0.67132896,-3.039328,-0.986267,-1.0313845,-1.811864,-0.829162,1.6234853,-0.6462726,0.8037491
71,1.165936,0.58412516,-1.6667795,0.20428602,-1.8651767,-0.57275707,-0.66790915,-0.95551026,0.79963124,0.7234678,-2.2593594,0.5818884
72,-0.096598804,-0.55332696,-0.58024365,-0.78872544,-2.6797073,-0.8320912,-0.83320796,-1.353763,-0.035736915,-0.30728063,-0.30849636,-1.1846108
73,0.113636196,0.40429246,-1.1868243,1.203215,-2.5846124,-0.71613955,-1.0476424,-1.6421301,-0.25491822,-0.20239812,-1.7950333,1.3151672
74,-0.26558024,0.67156124,-0.23562133,1.421668,-2.8481073,-0.7891215,-1.0762175,-1.798897,-0.38161802,1.2569072,-0.9612765,1.8636694
75,-0.06628233,-0.48064548,-0.6199718,-0.90850466,-2.656216,-0.865428,-0.808132,-1.3185217,-0.48825586,0.43736714,-0.053176284,0.077929914
76,0.94619507,0.2597322,-0.5910171,0.5463092,-1.9709976,-0.5276177,-0.6675916,-1.1278688,0.96308964,0.7710944,-0.48183236,0.6557292
77,-0.2579792,-0.66565984,-1.0529163,-0.11090039,-2.8057878,-0.7589872,-1.0306171,-1.5575439,0.063452035,-0.8512749,-1.0144813,-0.9899937
78,1.2909331,0.1508076,1.0280406,1.2569678,-1.8695568,-0.25156134,-0.5211661,-0.9760853,2.005767,-1.8854206,-0.027181506,1.088366
79,0.9208855,0.81401163,0.23429614,0.33844143,-2.0140848,-0.63689363,-0.5394466,-1.1261064,0.56154644,-0.7832133,-0.596637,0.0058728755
80,-0.89612114,-1.1559951,0.8663992,-0.82775134,-3.2727008,-0.69765776,-0.89280814,-1.6816697,-0.7645,-1.3632046,1.0416832,-0.8676158
81,0.33704263,2.049409,0.34185737,-0.75765336,-2.4494007,-1.2192776,-0.5143575,-1.2163303,0.67895114,2.0956874,1.0225928,-0.9970566
82,-1.0148311,1.6720812,-1.2505889,0.4479586,-3.179227,-0.85175025,-1.1801637,-1.8812423,-1.1826565,2.4432883,-0.038366318,0.43690625
83,-0.1206713,0.24946658,0.027667224,0.6238087,-2.7179315,-0.8625909,-0.97647166,-1.642087,0.14760196,-0.2513379,1.2294703,0.8913088
84,0.80780953,-1.3859929,-0.43268853,0.006471038,-2.0354528,-0.59735787,-0.7227245,-1.0761472,1.1129643,-1.2157242,-0.8244436,0.45259613
85,-0.2502112,-0.102791324,-2.229073,0.60559535,-2.7886038,-0.8048389,-1.3220084,-1.6967154,-0.21056509,-0.76279163,-2.216073,0.54900604
86,-0.49937406,-0.28590733,-2.5582924,2.1382122,-2.9854555,-0.65273905,-1.4517368,-2.0650206,-0.57564944,0.23117667,-2.8211825,1.7769029
87,-0.58223295,-1.374859,-1.157193,0.11848016,-3.0209117,-0.7192862,-1.1230054,-1.7338411,-0.6985,-0.6872571,-0.83178383,-1.1954726
88,0.3521114,1.6056778,-1.02036,-0.5733959,-2.4009645,-1.0816642,-0.7735406,-1.1984097,0.13552237,3.015276,-1.8608661,-0.894913
89,-1.0745116,-1.6331444,-0.07086474,0.11535607,-3.302638,-0.5982923,-0.9934858,-1.8862764,-0.88115793,-1.5129311,0.22249934,-0.5953777
90,0.38794214,1.4310716,0.4998297,0.30886316,-2.4721787,-0.94560677,-0.7257459,-1.381299,-0.0019591749,0.8443074,0.7407512,0.84369993
91,0.4138034,0.60774326,-0.086749494,0.0096061155,-2.3293736,-0.9002439,-0.6975095,-1.2997391,0.7954619,0.05747968,0.4721583,-0.041455388
92,0.06419587,0.75344974,0.62688893,0.5856738,-2.6657345,-0.9076913,-0.8946656,-1.5769522,0.33791855,0.13145417,-0.23536378,1.179424
93,0.06788081,-0.301049,-2.180123,1.9241352,-2.7070293,-0.73890585,-1.2752635,-1.6869596,0.12345062,-0.7653878,-2.3982127,1.1864054
94,0.949382,0.13787587,-0.28641218,0.23650931,-1.9447972,-0.5769978,-0.5953374,-1.0770414,0.79095554,0.0068714023,-0.04242061,-0.27042925
95,1.2516911,1.2598137,0.44297558,-0.29805565,-1.8295932,-0.6955958,-0.30226856,-0.9104445,1.6372736,1.3025453,0.53802747,-1.2458942
96,-0.88932,-1.907982,1.0155127,0.45178622,-3.296122,-0.7401158,-1.1521595,-1.8349619,-0.73639643,-1.8251826,1.4665196,-0.038630784
97,0.5410442,-0.3408401,-1.2583375,-0.77343863,-2.1935687,-0.9032877,-0.7216597,-1.0481279,0.68463475,-0.15788026,-1.752265,-0.65224814
98,-0.08568734,0.13367322,-2.3462539,0.7766688,-2.7307827,-0.7966497,-1.3297951,-1.6608192,-0.21784155,0.29950398,-2.3720276,0.56245613
99,-0.5137763,0.761203,-0.75341743,0.63369185,-2.9395907,-0.8877998,-1.060346,-1.7655649,-0.53939795,1.2069923,0.15042269,0.25771782
100,1.3976283,0.20509852,-0.5543422,-0.06620662,-1.681367,-0.5051108,-0.43741217,-0.8670836,0.88697636,-0.41894943,-1.0309668,-0.68262464
101,-0.15252829,1.3256494,0.85363156,0.8010468,-2.8418207,-0.9835744,-0.92314404,-1.693687,-0.27067882,2.191846,0.61115795,0.8685659
102,0.5357732,-0.21857299,0.9538508,1.0942196,-2.357328,-0.5572116,-0.8403452,-1.3807997,0.3742934,-0.25974703,-0.44226617,1.2928367
103,1.4157362,0.11582048,-0.7761087,0.19411415,-1.6770645,-0.44792008,-0.49605495,-0.88882864,1.1689337,0.610523,-0.23474747,0.4112171
104,-0.27128157,-1.6438932,-0.66490465,0.40637892,-2.8587217,-0.75771224,-1.0867546,-1.6747935,-0.46954912,-0.98975587,-1.0915128,0.6562531
105,1.3861816,-0.15985419,-0.1830756,-0.529188,-1.6606729,-0.5614648,-0.35255906,-0.801858,1.2708327,0.3079089,-1.2101564,-0.6741291
106,0.8714642,-0.5574004,0.16757315,0.18835306,-1.9822145,-0.5883082,-0.6111443,-1.1119283,0.9630614,-0.31422356,0.28008062,-0.08328423
107,0.16040021,-1.5532612,0.32074827,0.45992225,-2.5798924,-0.6733701,-0.9593471,-1.4879365,0.5966306,-2.872452,0.5073536,0.71245015
108,0.10577363,-0.6399199,-1.4300721,-1.0761815,-2.5353382,-0.8606806,-0.9064838,-1.1723855,-0.080442175,-1.0679271,-1.2511487,-1.2247014
109,0.25370663,-0.78458685,-0.16780704,-1.5784506,-2.435668,-0.87831604,-0.57783294,-1.0351944,-0.052584887,-0.36865732,0.21175188,-2.612502
110,-0.18217921,2.1080282,-0.6009188,0.36572218,-2.8504298,-1.0548888,-0.9768561,-1.6356655,-0.04204768,1.5622805,0.07831544,0.7106582
111,0.14717227,0.070927486,-2.3012905,1.6755147,-2.66649,-0.7435729,-1.2855921,-1.6534357,0.03159874,1.1537586,-2.1698725,0.9699464
112,0.8915071,-0.42367178,0.24375921,-0.4955988,-1.9578632,-0.69779426,-0.4803011,-0.9977964,1.0655954,-0.422653,1.2430011,-0.42767254
113,-1.1993425,1.9244779,0.2949384,-0.60739815,-3.420752,-1.2412392,-0.89006007,-1.9205611,-1.3645834,2.7091608,-0.47181576,-0.6246865
114,0.40439886,2.4446423,0.40387732,-0.8754676,-2.394038,-1.4307054,-0.44454,-1.1717101,0.3550709,2.013418,0.9739306,-1.1792748
115,-1.1344535,-0.8347649,0.6534036,-0.87011963,-3.3576581,-0.6320595,-0.8748408,-1.7554852,-1.0173852,-0.3068493,-0.4571901,-0.6418388
116,-1.0436072,0.2154402,1.5632474,-0.7458369,-3.4068878,-0.97442544,-0.8346987,-1.8136414,-1.3112102,0.60952556,2.1714907,-0.614001
117,-0.08769196,0.5761229,-1.512125,1.8048549,-2.7362823,-0.73879266,-1.1041672,-1.7936031,-0.058614153,-0.783255,-2.5611153,2.1077144
118,2.0979402,0.35861963,0.07046074,-0.10888781,-1.2971003,-0.27283496,-0.12489271,-0.56602246,2.7065358,0.1766847,0.38932845,0.1893918
119,-0.91300094,0.32815754,-1.4093764,-1.5127021,-3.247354,-0.7576185,-1.2835457,-1.5541351,-0.7018563,0.44200915,-1.1809869,-1.2798934
120,-0.40658674,0.18885772,1.2959626,-0.35424435,-3.0144668,-0.9628444,-0.83714974,-1.6332033,-0.5096936,0.51771873,1.4683064,-1.5613599
121,-0.92264867,3.7500837,-1.6610291,-1.1461679,-3.1309319,-3.186637,-1.0232538,-2.0997143,-0.7233927,3.9904282,-0.90135896,-1.1630188
122,-0.4765694,-1.9899062,-0.9221392,-0.6387562,-3.0348346,-0.76425666,-1.1346968,-1.5465181,-0.5917598,-2.1872385,-1.832484,-0.94326365
123,0.23067302,-0.39364237,0.7926554,0.8965937,-2.528646,-0.7428639,-0.9312918,-1.5537349,0.77456415,0.084279746,0.25851905,0.88229865
124,0.7175843,1.71844,0.20893508,-1.42391,-2.1745028,-1.2208245,-0.32247353,-0.95671654,0.95817935,1.2472782,0.46475872,-0.6240727
125,-0.4987027,-1.4072686,-2.2629821,2.0222936,-2.953754,-0.7614132,-1.396908,-2.0490005,-0.47468224,-0.30569732,-2.0389352,2.4622724
126,-0.25791186,-0.21168725,-1.3548114,-1.6995071,-2.8174868,-0.9569087,-0.99426866,-1.2374003,-0.4182197,0.5657977,-1.6042503,-2.9511352
127,0.034309387,-0.85294825,-0.31841475,-0.79090244,-2.5898857,-0.78903425,-0.7817123,-1.2885936,-0.280727,-0.4121947,-0.3742121,-0.50303
128,-0.6911002,-0.38099223,-1.4489226,1.5637962,-2.9731536,-0.76900643,-1.1395015,-2.0598416,-0.6487367,-1.3239455,-1.7596371,1.4880277
129,0.6745822,0.18364055,-0.29254287,0.36700922,-2.1354911,-0.65738785,-0.6988816,-1.2317262,0.5946352,0.75989413,-0.18628243,0.014158189
130,0.7011377,-0.17549731,1.4879847,1.8056434,-2.3429475,-0.3357846,-0.8388502,-1.2500447,0.9626965,-0.097586334,2.1804507,2.40695
131,-0.21408623,-1.6615967,-1.7623796,0.3040558,-2.8608012,-0.84336746,-1.2718186,-1.6554095,-0.24962646,-0.85928273,-2.4757633,0.1898143
132,-0.05442059,1.5595888,-0.6304038,-0.5479257,-2.6577141,-1.115372,-0.8466682,-1.4167514,0.016805016,1.2062583,-0.9183787,0.33186036
133,1.0305307,-0.4376794,-1.2233758,0.54957014,-1.9271291,-0.48380217,-0.7478544,-1.047234,1.0268449,-0.39007026,-1.5858924,1.0228485
134,0.1536116,-0.25149268,-0.6412476,-0.84525895,-2.4844136,-0.91907954,-0.74231964,-1.2320868,0.17509703,-0.060479835,-1.6454577,-0.7871948
135,0.7530789,0.2184885,0.71610147,0.0815784,-2.0995288,-0.6883031,-0.54471064,-1.1683211,0.8137509,-0.30566174,0.2934565,-0.20173314
136,-0.19527388,0.8813798,-0.4127211,-0.45239884,-2.7421908,-1.0587873,-0.8569939,-1.5014992,0.15601814,0.5226921,-0.15638524,-0.56314385
137,0.25276238,1.4777308,0.668389,0.6535131,-2.611967,-0.918762,-0.84317386,-1.512872,0.28017768,1.6501056,1.0589317,1.5623524
138,-0.7427565,2.1967933,-1.640486,0.8190173,-3.0923347,-0.76552206,-1.2384543,-1.8376049,-0.9479085,1.867135,-1.6150888,0.9109049
139,0.03669232,-0.24431069,-0.5976271,0.52683187,-2.5752459,-0.7565829,-0.9774474,-1.5506809,0.070059426,1.7034771,-0.08737481,0.6464332
140,-0.3814872,0.7607169,-1.0425913,0.69834054,-2.8653004,-0.85323095,-1.070582,-1.7266759,-0.57245123,0.96368885,-1.6227354,0.45037204
141,1.223093,-0.61560124,-1.886384,1.0292544,-1.8761688,-0.37639445,-0.81558275,-0.95844084,0.57213515,0.34613234,-3.0603735,0.9846156
142,0.34960335,-1.5333443,-0.10188323,-1.3864275,-2.3942974,-0.8113004,-0.62744117,-1.0040654,0.7528727,-1.4875791,0.49669158,-0.76341337
143,-0.6830013,1.250165,-0.40316474,0.3926177,-3.0562496,-1.0152451,-1.0189546,-1.8123837,-0.58904743,0.5185634,-1.095448,0.43672484
144,-0.19747207,-0.2770118,2.185712,0.792301,-2.8992484,-0.9185635,-0.9466953,-1.6916437,0.023693442,0.071552664,2.5500677,0.84088814
145,0.031317532,0.24854971,-0.89889866,1.1040893,-2.624226,-0.73038757,-1.0420604,-1.651413,0.40113857,0.1420433,-0.5395081,1.8086158
146,0.14609987,-2.0902035,-0.08651751,-1.5416864,-2.5612044,-0.76830983,-0.7398927,-1.0453118,-0.39038986,-2.4232433,-1.3563995,-1.3463591
147,-0.043632805,0.25139785,0.532291,1.8197569,-2.766409,-0.706534,-1.0454714,-1.6239343,-0.18079247,0.33933103,0.095168084,2.2445269
148,0.8072354,-0.18551566,-1.4868593,0.32438183,-2.0519173,-0.5914125,-0.79475075,-1.1067011,0.92939377,-0.98226994,-1.1751776,0.09799492
149,-0.54387414,-2.328244,0.020968497,-0.7169787,-3.0827048,-0.70961106,-1.0928454,-1.5547727,-0.46296078,-1.0616211,0.20766002,-0.5314092
150,-0.029750943,-0.13732721,1.2408894,1.8226854,-2.7709455,-0.7513711,-1.0634683,-1.5642399,0.57383347,-1.2304637,2.086319,1.7295432
151,1.2155623,-0.5127871,-0.8449338,0.48570526,-1.8080932,-0.4365888,-0.6446303,-0.9677156,0.27973813,-0.752923,-0.2533713,-0.21912801
152,1.1116462,0.43948013,-1.5545146,0.43251222,-1.8952951,-0.531529,-0.69284016,-1.0135666,0.6436965,2.2458293,-1.9971519,1.3643742
153,0.6592769,-1.4156734,-1.1160445,-0.038061902,-2.1431184,-0.6509423,-0.8318666,-1.110443,0.79631543,-0.91223884,-1.2025267,0.040749796
154,-0.10472852,-0.4185741,-2.2790713,0.85357815,-2.7281978,-0.8253008,-1.3197738,-1.7046931,0.21030378,0.024305463,-1.7547741,1.3577714
155,0.6052874,-1.1972315,-0.20353442,0.030629411,-2.185535,-0.6517105,-0.75217736,-1.187606,1.0070399,-0.89165735,-0.25289282,0.31763637
156,-0.099666655,1.7897254,0.9537625,0.43767273,-2.8436584,-1.0595932,-0.86007917,-1.6257449,-0.3137539,1.6094484,-0.58398026,0.23028754
157,0.4638235,0.13360892,0.63604933,-1.0780529,-2.28862,-0.9985866,-0.46378416,-1.08992,0.9017103,-0.5367431,-0.16947919,-0.55622023
158,-0.7682499,1.4513129,-2.9491365,-0.709802,-3.1147444,-1.3235343,-1.4963859,-1.6885506,-0.24122632,2.3097792,-3.7079442,-0.3321532
159,-0.29398596,-0.6535871,0.41996604,-0.16047268,-2.8710635,-0.7579789,-0.92126656,-1.5761831,-0.19115654,-0.7693244,0.8884195,-0.053820856
160,-0.061096847,0.8437454,0.49085742,0.83763635,-2.7416375,-0.90538716,-0.94926894,-1.6587647,-0.11530431,0.2421205,0.91759014,0.92730176
161,0.71054846,-0.11374445,-2.104784,0.5475487,-2.1722775,-0.64351976,-0.97881997,-1.2072303,0.8565074,-0.5689462,-1.6155796,0.3662735
162,-0.36206076,-0.4574768,-1.4540105,0.18219475,-2.8680341,-0.7965172,-1.1504401,-1.6703143,-0.57419354,0.21174651,-0.712313,0.43762803
163,-0.09580463,-0.78502053,-0.85355014,-1.3691342,-2.679375,-0.8275142,-0.8200607,-1.2105421,-0.46859422,-1.5249778,-1.5382636,-1.6515764
164,0.72805494,0.15624563,-2.1687691,0.4680835,-2.1597314,-0.6453358,-0.96913016,-1.1708535,0.7287933,-0.09512292,-1.5548847,0.41482735
165,-0.5930624,0.2926197,-3.0328975,-0.28955078,-3.015439,-0.74767196,-1.6179123,-1.629614,-0.7427031,0.37431288,-2.7912514,-0.6469066
166,0.8854684,0.44214267,0.9299583,0.50063413,-2.0649278,-0.56723213,-0.5627034,-1.1871217,0.42858607,-0.11255902,0.09553057,0.02931875
167,0.6620942,-0.06505196,0.626802,-0.2857765,-2.1178384,-0.7729274,-0.5232688,-1.1404885,0.688946,-0.6425953,2.1476986,-0.59426963
168,0.35219878,-0.5264656,-1.8058832,0.5441871,-2.4083161,-0.79395354,-1.055215,-1.402034,0.39140907,-0.18653747,-1.3278825,0.6539533
