Asset1,Asset2,Asset3,Asset4
0.22786501,0.55271673,0.31996068,0.26773116
0.2065017,0.5141677,0.27456346,0.24712123
0.25549632,0.39347336,0.33322373,0.30194944
0.19418208,0.49352378,0.32084307,0.25629178
0.18466663,0.48560855,0.23728834,0.21567157
0.19860753,0.4535946,0.38909832,0.2131359
0.10021602,0.3608958,0.33241504,0.16140142
0.25883892,0.44687507,0.31354296,0.22994599
0.20842932,0.39943844,0.30565867,0.17694798
0.2694578,0.46635732,0.36446598,0.29799825
0.08427647,0.4387418,0.11865269,0.12830423
0.18448429,0.47329992,0.27890497,0.20205638
0.13839765,0.43263632,0.20674607,0.20898446
0.2534339,0.30467498,0.24949554,0.20817353
0.24512313,0.33716536,0.3639968,0.26508188
0.15323673,0.3532897,0.25256866,0.24083604
0.21920963,0.59331,0.17944735,0.28186467
0.061653778,0.27618483,0.12727274,0.07451318
0.22591196,0.48369098,0.2419961,0.14977784
0.2778759,0.38910234,0.32264978,0.22271906
0.18788826,0.3880045,0.27379453,0.166432
0.15028179,0.40624365,0.17844826,0.18921213
0.18458818,0.3662758,0.3068977,0.20510973
0.1431062,0.404712,0.16184105,0.17018828
0.24608949,0.52669597,0.33582944,0.25013334
0.23862848,0.4106975,0.3209144,0.2739629
0.08339484,0.26307347,0.25752515,0.08987525
0.21830982,0.43939984,0.28472394,0.29968598
0.2510436,0.43153867,0.4003822,0.20602423
0.12089801,0.28152812,0.19543049,0.16485971
0.12643842,0.39496598,0.30730784,0.25745022
0.31205785,0.48536697,0.3601692,0.25940824
0.09647306,0.42616743,0.24439391,0.25783652
0.19243383,0.3993454,0.18156628,0.2276407
0.1009999,0.31377903,0.27691597,0.2556968
0.08420811,0.30379885,0.16923673,0.088090286
0.13270096,0.3099761,0.26662967,0.2840836
0.18093146,0.30262357,0.33612084,0.22310735
0.19949412,0.35709825,0.2840579,0.300992
0.15786898,0.3646801,0.40340552,0.15746433
0.20595483,0.45865208,0.2212462,0.1943786
0.12709948,0.47983038,0.28164262,0.15080512
0.14113149,0.31546304,0.23525046,0.19043927
0.11145002,0.3209746,0.13888659,0.116890036
0.17975351,0.37213448,0.24614991,0.16848268
0.13177973,0.4181327,0.2436901,0.1928376
0.20591265,0.35942054,0.241198,0.23456433
0.18005894,0.4686436,0.36963403,0.22732744
0.21922675,0.5507693,0.2034058,0.21180418
0.14103019,0.47365126,0.25743628,0.2691547
0.14046799,0.35192955,0.16149972,0.10960117
0.24958263,0.35450986,0.23742643,0.22936305
0.07108833,0.40789214,0.28700924,0.12486407
0.254262,0.49704868,0.35486215,0.2160797
0.13621113,0.47470483,0.15871948,0.16796681
0.18217982,0.40364233,0.24491937,0.1628581
0.1739074,0.43323508,0.26807263,0.17946377
0.13971059,0.4077886,0.18562171,0.22332802
0.16927586,0.43676698,0.22019146,0.18326172
0.14362487,0.5168737,0.1824205,0.15818216
0.14762175,0.45571616,0.13482991,0.19504209
0.22123256,0.46362126,0.27443904,0.20459145
0.15949315,0.3820161,0.2395094,0.15440191
0.18747969,0.39390475,0.22485837,0.33350164
0.24633004,0.50765824,0.26356414,0.31723344
0.10600036,0.23128314,0.28951892,0.16783334
0.103381924,0.31255895,0.19256969,0.15267146
0.09537063,0.4799914,0.1662778,0.17324091
0.111864716,0.42524236,0.20180228,0.24118397
0.07997037,0.36255002,0.17117222,0.10739421
0.16232838,0.34746212,0.20149149,0.15768526
0.070538074,0.4361353,0.25934252,0.13138787
0.08089974,0.36710012,0.15654565,0.20291656
0.20357202,0.39141265,0.3681608,0.23191632
0.20297217,0.3822323,0.26438373,0.21916841
0.25062597,0.3632938,0.3737361,0.27410904
0.22236398,0.5112823,0.31349105,0.31050062
0.24206263,0.4225642,0.34960097,0.3325244
0.3710704,0.4841764,0.33737522,0.26447982
0.16223526,0.40794376,0.23662591,0.20885697
0.15218613,0.41386768,0.25488806,0.24288318
0.22355218,0.41234198,0.34422222,0.2263384
0.097245805,0.38577437,0.15939716,0.13324736
0.21771173,0.392628,0.34260473,0.23729672
0.14522307,0.47137037,0.17933875,0.1863856
0.23744723,0.3572941,0.2800317,0.22762926
0.14570956,0.47500193,0.22955184,0.13420185
0.31247705,0.4382674,0.30747837,0.31186798
0.10888877,0.43429664,0.16707589,0.19465715
0.07025697,0.37902442,0.08521177,0.15165885
0.09707357,0.36165872,0.18242866,0.09010714
0.21551833,0.51145566,0.21096632,0.2822178
0.16676027,0.44536573,0.15691993,0.1326884
0.1342015,0.3504581,0.17397971,0.14034395
0.23504177,0.46473563,0.2293351,0.30083197
0.117389165,0.3437347,0.24715061,0.15854788
0.115385935,0.22510393,0.24796563,0.15550958
0.18525575,0.4469345,0.20880246,0.21479236
0.21677795,0.4809687,0.35984936,0.20553085
0.18798865,0.53826815,0.3080038,0.21637693
0.29930776,0.4808196,0.3421993,0.3750512
0.1990924,0.42101228,0.23040684,0.21413206
0.30560395,0.4145271,0.31502557,0.29863977
0.09545763,0.41403356,0.1959311,0.09003051
0.16592665,0.41843852,0.30323347,0.19923355
0.22951302,0.44769883,0.2233816,0.26355627
0.13672985,0.34397364,0.2259231,0.15291616
0.16018023,0.47669348,0.2161494,0.1856959
0.22659616,0.51536864,0.22012644,0.24915422
0.24525179,0.49397916,0.28642577,0.25274134
0.1310946,0.49252164,0.2565369,0.16414437
0.1666538,0.49906698,0.29776025,0.21211082
0.23033653,0.4709614,0.25992772,0.16629186
0.09949599,0.28117296,0.106101274,0.11008711
0.16118498,0.4796119,0.2291657,0.15416394
0.24775624,0.40843698,0.32874352,0.23804557
0.11964104,0.39288798,0.16249853,0.15087043
0.16953146,0.45097026,0.30602702,0.22609963
0.15782253,0.32875326,0.27466297,0.26473895
0.26432896,0.53801787,0.2822696,0.28553483
0.2179128,0.359512,0.28308126,0.23281713
0.19393797,0.54888934,0.16455483,0.15772687
0.19805203,0.43310764,0.38624227,0.26878652
0.205553,0.4829593,0.25412235,0.28958336
0.24716218,0.48368362,0.35942072,0.2918547
0.10274524,0.36332974,0.21470653,0.1645076
0.19537206,0.51698947,0.22865993,0.2300371
0.10323368,0.42961,0.11231175,0.15808883
0.28502685,0.39600188,0.28244367,0.23179013
0.16391376,0.34875917,0.23667389,0.17599314
0.1403807,0.3103679,0.19740197,0.095001146
0.12324098,0.5294623,0.19020815,0.14396231
0.24277136,0.3605353,0.35088226,0.24833679
0.15520377,0.329664,0.2691956,0.17396446
0.07714875,0.29925123,0.13981965,0.16081114
0.13613515,0.54056525,0.2548461,0.25188255
0.19004345,0.58890027,0.26525387,0.21540508
0.24179073,0.40628037,0.31038916,0.24075282
0.2457378,0.4089055,0.25536352,0.16599962
0.11111712,0.36763382,0.40755886,0.16138034
0.2704324,0.34398583,0.30025575,0.2694598
0.20601194,0.3934364,0.31065857,0.28708252
0.24788418,0.5024795,0.31922975,0.2587056
0.17619032,0.3744787,0.37261194,0.19046862
0.13521977,0.37589964,0.19102179,0.14006938
0.19969293,0.3192056,0.20961596,0.18458056
0.12538114,0.39380223,0.20456551,0.17231834
0.20009385,0.47764546,0.30838507,0.23228781
0.16651815,0.29633465,0.27677003,0.20540814
0.1850974,0.39501223,0.19904928,0.22696126
0.11874704,0.3751438,0.14894888,0.22603297
0.23841839,0.46895522,0.21220176,0.30785042
0.2629722,0.40483496,0.35751775,0.19179195
0.11307079,0.5135661,0.141901,0.12261156
0.21324407,0.37666056,0.22023495,0.32093602
0.0867203,0.35341465,0.19834627,0.17519255
0.08735808,0.21475714,0.21761945,0.1838658
0.28943413,0.42802742,0.3073618,0.27704448
0.09101584,0.32119885,0.2797673,0.13412753
0.1373961,0.3972604,0.3223722,0.18652095
0.17334056,0.40430817,0.25052318,0.29303262
0.22463492,0.5241755,0.28592256,0.27031016
0.1529292,0.34495094,0.18069233,0.26302218
0.1148128,0.5001149,0.21270917,0.11455713
0.32270148,0.453482,0.34048522,0.22991477
0.20151183,0.28334865,0.2181433,0.22279225
0.12884232,0.31192875,0.21057345,0.2848761
0.21417092,0.5123438,0.3410201,0.32550663
0.11066241,0.37720788,0.18122798,0.093323186
0.17186512,0.4822538,0.2511012,0.1392429
0.24815817,0.38014114,0.3191128,0.23696981
0.1669614,0.40035328,0.20136465,0.16951537
0.17830439,0.5185127,0.27773148,0.21113789
0.04191207,0.2869584,0.17259085,0.06277439
0.14748113,0.34178644,0.2267337,0.14969307
0.1574612,0.36944827,0.32530406,0.18227729
0.12280104,0.45356017,0.13975203,0.1562889
0.15271476,0.4063684,0.2898391,0.25839144
0.15919538,0.57416725,0.27430326,0.15612449
0.20258664,0.5444245,0.25482836,0.22006083
0.23015817,0.48777863,0.34904116,0.25254774
0.12970506,0.32533923,0.26165593,0.24190624
0.12961091,0.3205347,0.19208273,0.18758276
0.14412965,0.4797842,0.23604931,0.16185641
0.19528873,0.51899284,0.37453488,0.22084913
0.08857412,0.30280495,0.22124487,0.12827584
0.14157946,0.35480717,0.19020073,0.15684608
0.14454044,0.32361203,0.22746377,0.17157708
0.13768171,0.47018108,0.24645762,0.14486714
0.30727962,0.41448885,0.29265523,0.2736834
0.15002242,0.3524813,0.21572089,0.1544503
0.15494858,0.4829629,0.21383838,0.12768885
0.07288992,0.39233834,0.13991502,0.11728632
0.26022816,0.4112604,0.25205755,0.34692526
0.14220452,0.5456106,0.14661792,0.2011012
0.17730904,0.54391897,0.31566113,0.18515304
0.26787496,0.4362028,0.23618758,0.2318493
0.2063418,0.46700191,0.2915607,0.28822827
0.19956371,0.3976493,0.24606963,0.20578066
0.14102979,0.44987333,0.27214012,0.20217873
0.22471973,0.45018506,0.2716072,0.23544173
0.10689286,0.24495038,0.37436953,0.21371947
0.18106733,0.28458086,0.15478827,0.10368905
0.29205564,0.54916066,0.36918452,0.32421625
0.30878183,0.55106777,0.3292726,0.27881446
0.21239692,0.51637185,0.2911216,0.30095628
0.19881462,0.36093634,0.30616277,0.17507759
0.28703293,0.37665984,0.29428485,0.18922576
0.110957205,0.32022268,0.23639329,0.24404581
0.14687651,0.6288493,0.1583313,0.1575862
0.09789951,0.37532714,0.13344046,0.13093765
0.16243637,0.3662653,0.31366906,0.19072327
0.20308007,0.43700463,0.20828809,0.21880013
0.21394895,0.44071397,0.18092422,0.17709963
0.25021574,0.44549677,0.31740537,0.25166795
0.19698876,0.61278045,0.32227546,0.2608082
0.20979677,0.35567206,0.226028,0.1720946
0.17341001,0.41301772,0.19181862,0.15771893
0.21441264,0.511929,0.28866374,0.24914327
0.19065678,0.3673673,0.26354185,0.17474651
0.097030826,0.349285,0.11667985,0.063178614
0.24426724,0.44284523,0.25032127,0.2767673
0.25831282,0.5502996,0.31945512,0.31549647
0.15009576,0.42213222,0.29604036,0.20580107
0.1821565,0.5511346,0.24110334,0.18994245
0.13427414,0.3107669,0.1723427,0.1616775
0.24199378,0.511798,0.3203641,0.30260974
0.18545416,0.4104234,0.24800053,0.2525133
0.19009182,0.44822058,0.351098,0.17287178
0.13745874,0.28874952,0.19627641,0.16093484
0.11228202,0.33699492,0.2289839,0.13593122
0.12055591,0.3089187,0.24537045,0.14988801
0.24968717,0.41895556,0.4220003,0.3335386
0.2048119,0.4268632,0.25515676,0.18585642
0.17606723,0.37057975,0.23256138,0.19113271
0.19614379,0.5309227,0.25510952,0.17354992
0.137908,0.44194353,0.19254252,0.15311363
0.1897251,0.4532654,0.31352052,0.21868935
0.25861454,0.47464558,0.45910698,0.25428122
0.18782206,0.4209747,0.28723684,0.23462218
0.19297992,0.38641503,0.18398601,0.1320104
0.14528127,0.3548821,0.22732426,0.15120263
0.13252151,0.42035842,0.250798,0.15392995
0.165413,0.475206,0.1453146,0.24606174
0.29391062,0.35214233,0.28268132,0.20406327
0.2108025,0.46824038,0.31594303,0.22412539
0.12440575,0.47720498,0.2714741,0.21022314
0.21184616,0.47782245,0.28258333,0.25767514
0.22759265,0.4401017,0.2837095,0.13021553
0.21661997,0.35567433,0.29487967,0.15257058
0.1716017,0.35204202,0.25135309,0.16433893
0.22911662,0.5462611,0.29243398,0.28290462
0.22759107,0.5096841,0.23433585,0.2469206
0.1681748,0.4294579,0.22214536,0.23566668
0.1727113,0.423327,0.28057685,0.31903553
0.12333553,0.38196817,0.2666028,0.26374033
0.17453797,0.4346121,0.2187189,0.18798779
0.14767554,0.3398002,0.25887585,0.14255637
0.10482865,0.45521235,0.22302341,0.17866635
0.16730173,0.4135973,0.2752254,0.18316631
0.17530203,0.4237853,0.31529665,0.15524508
0.26903743,0.48017976,0.33192825,0.25940543
0.2857006,0.4364562,0.30898,0.3192592
0.20154622,0.54126644,0.2588635,0.30357766
0.14474334,0.35521218,0.3037808,0.21702465
0.13625467,0.41109625,0.20222858,0.12177647
0.11545372,0.43104976,0.18707453,0.21678466
0.16079527,0.39640212,0.17918055,0.18239218
0.15850246,0.38709703,0.39045438,0.21743353
0.30537093,0.4949106,0.33296534,0.32095972
0.22717841,0.3856627,0.178685,0.301389
0.15663844,0.4317616,0.1935112,0.27446437
0.11051548,0.2795364,0.19215,0.08283903
0.0796569,0.38516957,0.1791134,0.19928205
0.25521424,0.478001,0.30055884,0.2524308
0.12483559,0.5237965,0.2683581,0.17377959
0.1368183,0.382632,0.23245095,0.1885197
0.08487013,0.30052394,0.20418274,0.10654712
0.17158194,0.41315442,0.27232307,0.20282464
0.34794596,0.54324067,0.3721064,0.2690213
0.14021432,0.42552894,0.34463343,0.13846184
0.25688076,0.55571973,0.3260049,0.2867054
0.26560074,0.5261551,0.34375647,0.26630276
0.111188896,0.23667659,0.19106403,0.09287972
0.18935156,0.43491006,0.30268466,0.22735725
0.06503312,0.28998178,0.15258667,0.072214805
0.20267212,0.46382493,0.2897845,0.2211856
0.22524688,0.4788602,0.383275,0.24001805
0.18038072,0.35561526,0.17644615,0.14299022
0.13968346,0.33967108,0.22174998,0.22952907
0.20840023,0.3975274,0.23122235,0.18234734
0.1347593,0.36112255,0.21908966,0.13366215
0.14420646,0.3093391,0.28204736,0.21609016
0.113310516,0.32874537,0.20221677,0.21783686
0.112784624,0.4224958,0.21764643,0.18103102
0.12563364,0.41745692,0.22940436,0.13057426
0.29364234,0.51014113,0.347339,0.23849182
0.27070567,0.51900125,0.37695423,0.36429045
0.14513554,0.44971722,0.3749887,0.19643465
0.120033756,0.35087076,0.17388162,0.13041048
0.16491988,0.46458226,0.27765685,0.18304391
0.21506932,0.45624176,0.35481927,0.2738767
0.11424195,0.40886927,0.25165802,0.19774391
0.09188382,0.3915049,0.2382817,0.11810105
0.10988679,0.43935257,0.20812947,0.19174029
0.11000012,0.32082576,0.17722517,0.1757884
0.3027774,0.4873403,0.37402597,0.34325352
0.31348974,0.46299744,0.36203128,0.3221097
0.10657226,0.36196366,0.23264714,0.17265429
0.26688033,0.49632415,0.25947604,0.28092065
0.118305236,0.35171917,0.21443346,0.23734652
0.25123796,0.5440571,0.29627433,0.2653651
0.102893606,0.33825627,0.20971759,0.25372654
0.19804627,0.49444154,0.1799982,0.21568173
0.1821459,0.34308735,0.32593256,0.24216452
0.106128275,0.31488585,0.21000908,0.1359489
0.15902534,0.5025176,0.26597646,0.2646494
0.16449015,0.41294608,0.19274326,0.26886737
0.13214427,0.45029333,0.18136787,0.09768175
0.15712647,0.41572198,0.22209598,0.1563811
0.1128777,0.38284636,0.2761031,0.33148992
0.12013822,0.2788219,0.3082902,0.12201762
0.39357126,0.5314737,0.44919524,0.35802814
0.18939482,0.4261662,0.20044963,0.25882104
0.14551282,0.4021126,0.25612327,0.1302593
0.112035565,0.45185795,0.2999832,0.14172328
0.17307755,0.2748721,0.22454645,0.1871056
0.16953422,0.34662268,0.30308372,0.22530179
0.19026282,0.3855582,0.31708673,0.2173784
0.09825009,0.3655427,0.27716246,0.24426539
0.23452336,0.58012974,0.34672165,0.3267449
0.14381221,0.32855457,0.2510854,0.20322694
0.22107127,0.35641846,0.3473554,0.34848893
0.20895311,0.42893264,0.32499936,0.30223495
0.12200408,0.4110197,0.25301358,0.2628299
0.11691583,0.27001345,0.19046055,0.15071006
0.13338864,0.34542102,0.19502977,0.1382264
0.13425002,0.4456683,0.19387333,0.32167014
0.2483792,0.3196949,0.28520945,0.2535187
0.11252783,0.39877135,0.153368,0.13623008
0.21531527,0.40073213,0.21315604,0.1701782
0.13629247,0.5395061,0.18182221,0.1391097
0.15196565,0.43261442,0.20529652,0.19203866
0.15430526,0.42042288,0.18938391,0.19264346
0.293522,0.50076586,0.3863565,0.20368989
