Asset1,Asset2,Asset3,Asset4
0.01174418,0.00469065,0.014445945,0.015045222
0.005950482,0.004393711,0.012856895,0.0117142545
0.011007101,0.011375439,0.010580348,0.009062425
0.011624367,0.00664255,0.008311941,0.013477693
0.01794707,0.024525722,0.015378239,0.018328978
0.0062181596,0.0042185797,0.0037816258,0.0027307435
0.0036394643,0.0064747925,0.0028320502,0.00316818
0.008153213,0.0056204097,0.0048936256,0.006161323
0.0030002096,0.0022113665,0.003259991,0.0023054136
0.006307941,0.0051499177,0.0049138134,0.003985589
0.02548417,0.008981574,0.009955322,0.009356814
0.00808308,0.008294602,0.0068394328,0.009024253
0.024299048,0.030488724,0.030664133,0.015129109
0.013116438,0.005745527,0.01859673,0.009260582
0.033088718,0.0180045,0.055601884,0.027954146
0.014660933,0.009713392,0.010863051,0.007875704
0.006567885,0.017829014,0.0087427925,0.007877191
0.029055068,0.014294841,0.020378737,0.011308224
0.005140862,0.004721857,0.0050245197,0.011329393
0.014292726,0.018706208,0.0111211995,0.014889463
0.006979033,0.005075193,0.012296019,0.003987522
0.02441076,0.0304962,0.019663027,0.020640176
0.0052081523,0.006176243,0.006493552,0.0043014484
0.009200203,0.012259774,0.010870939,0.009802673
0.011004215,0.014813566,0.0077323066,0.011139169
0.010755935,0.0056061703,0.014096089,0.008795227
0.016086467,0.028374813,0.008381912,0.015976654
0.0049018576,0.0052529327,0.003148283,0.0025211244
0.007740452,0.008276689,0.00879494,0.0074588847
0.01854512,0.011635998,0.012926513,0.010729518
0.006054121,0.011817741,0.010664725,0.0064011216
0.0024534492,0.0020255193,0.004491556,0.0026674261
0.006553549,0.016131047,0.004630696,0.0074117226
0.008878696,0.0055819154,0.0115305465,0.011517808
0.01418117,0.007253051,0.008531926,0.00895782
0.008832418,0.007154685,0.025616404,0.014258452
0.0108283935,0.012061266,0.016737161,0.014510948
0.0057703676,0.0057326676,0.0068178205,0.008031946
0.006458063,0.0024756843,0.004173083,0.0043496657
0.0058054565,0.0078010075,0.006531154,0.006636019
0.008560378,0.015068622,0.009760998,0.0074893627
0.009047429,0.008285374,0.006434965,0.004291797
0.00582819,0.0069004716,0.009062636,0.00656623
0.010388402,0.03081397,0.008505173,0.014517231
0.017683046,0.00925222,0.0116346935,0.0067139487
0.00432802,0.0037798854,0.005158554,0.008661042
0.013346957,0.02133991,0.011417591,0.007822462
0.016065724,0.014449374,0.0067061908,0.011089393
0.011280823,0.010151683,0.005583922,0.0069621797
0.009695328,0.012145396,0.016029343,0.0060098395
0.0060248408,0.0069595757,0.005242548,0.0025976547
0.005502123,0.0061318325,0.006305491,0.006883784
0.0067823245,0.006944045,0.011881431,0.0043898015
0.006349804,0.0064431247,0.0065741013,0.0101707615
0.011048268,0.012745309,0.0047850762,0.008927646
0.007852058,0.0040163775,0.0064731636,0.0067160637
0.014458428,0.01270034,0.0069802096,0.008905196
0.016821288,0.009291503,0.015903989,0.01502962
0.006636911,0.011278552,0.007231822,0.006101644
0.0067393435,0.0048952005,0.0023435648,0.004250549
0.0100769885,0.016236402,0.011303454,0.014277847
0.012771236,0.009011133,0.014032903,0.008792709
0.0075120134,0.0077947327,0.0195264,0.0059017176
0.008989442,0.015945543,0.007394602,0.010435677
0.015483521,0.009174012,0.014760173,0.015194742
0.014463184,0.022287644,0.011643025,0.008897551
0.013958861,0.006004962,0.008686541,0.0062307985
0.010000844,0.00426837,0.0076864767,0.003680325
0.014874573,0.009708536,0.006427323,0.009489513
0.009372841,0.022618456,0.0076596346,0.0086068325
0.004188667,0.0008005038,0.0016745852,0.001849248
0.008299672,0.014459576,0.0047758454,0.007231117
0.014670387,0.032470994,0.00938011,0.01498385
0.018789,0.02094121,0.01157404,0.008105828
0.017346866,0.00968355,0.009645183,0.0051179645
0.01621811,0.008874978,0.0167487,0.009685458
0.011620024,0.004095487,0.010214563,0.0040196213
0.0033799598,0.0048297974,0.0015225302,0.004326514
0.0063341,0.0058068633,0.004656436,0.0039771968
0.011476032,0.010002534,0.006340631,0.01389664
0.021570196,0.014552528,0.017876018,0.009811892
0.010339642,0.007359866,0.011427218,0.005178681
0.017682167,0.0054740026,0.010919572,0.0057412465
0.0061802226,0.0047471053,0.0042401855,0.0054359045
0.008066504,0.015372572,0.008635083,0.0055777403
0.013654318,0.0071090995,0.009847242,0.013135882
0.003533122,0.004470453,0.004695334,0.0022216062
0.0033841755,0.004223137,0.0043756673,0.0061964835
0.019819848,0.013903864,0.019410143,0.012645461
0.00097421923,0.0028138903,0.0012964928,0.003148837
0.011214467,0.014451092,0.0063420157,0.007606665
0.013079775,0.0061370656,0.013245538,0.0067444877
0.011086032,0.006595746,0.009492548,0.011833415
0.029091632,0.03402001,0.044741523,0.014339794
0.01768881,0.011135815,0.009091135,0.011738509
0.010555184,0.008009584,0.007485812,0.014322415
0.009962699,0.013280866,0.013696052,0.0077642747
0.006926226,0.011449238,0.005519865,0.0050292225
0.008193774,0.012956994,0.009713823,0.0063203513
0.009743086,0.011031853,0.0110170245,0.009693955
0.008636993,0.005529755,0.007959393,0.0048575928
0.013886392,0.008133637,0.0073038363,0.006443406
0.013061124,0.0062933993,0.01771171,0.008991052
0.0054906104,0.0065022027,0.0059016254,0.0047621513
0.0091360435,0.0089348005,0.005481697,0.0052257595
0.013123537,0.01122737,0.009604458,0.011369017
0.013019417,0.006002779,0.009877491,0.0067358497
0.006103399,0.006663137,0.005606513,0.004798217
0.014613583,0.010936425,0.010191208,0.0047301985
0.014985975,0.00476701,0.013170425,0.0056672394
0.0066807936,0.0069153975,0.010715472,0.014598902
0.015393747,0.017645141,0.008774624,0.017667959
0.01290803,0.011029829,0.011751781,0.009828506
0.0052773072,0.008088763,0.00874164,0.010214341
0.009584113,0.011442073,0.019789606,0.0076213763
0.009028091,0.004388637,0.0061697606,0.0034874952
0.010679607,0.005518726,0.003912563,0.0043171183
0.014013895,0.019019159,0.0060067605,0.007910299
0.008083443,0.00626494,0.0056210626,0.0061323415
0.011182806,0.0064754304,0.007558672,0.009241095
0.002285273,0.0062691956,0.0033739498,0.004076165
0.005356796,0.0026267373,0.0029854265,0.005413866
0.0043707574,0.011065959,0.008983951,0.014870535
0.00652271,0.005024529,0.013144694,0.0044865636
0.0077186762,0.010716427,0.006007692,0.010439558
0.022085331,0.012759296,0.023829982,0.02350119
0.031053364,0.015428985,0.020084228,0.015843362
0.008600829,0.013523259,0.015683476,0.010196361
0.009747558,0.0071267374,0.0068811993,0.0056619053
0.008344127,0.009107894,0.005761019,0.0042636567
0.0042908373,0.0066256505,0.0031933193,0.0031867616
0.012035991,0.00974535,0.0249207,0.011539534
0.0130060185,0.008700315,0.010977082,0.0033312058
0.007991619,0.013271471,0.0037752627,0.005859586
0.007559312,0.011864548,0.007710416,0.007290824
0.010763441,0.01879546,0.00993945,0.020340104
0.009859287,0.012888507,0.010597033,0.018350238
0.011695787,0.014182762,0.013898065,0.010353874
0.002669571,0.0062402715,0.0037173794,0.0043097395
0.020114342,0.01511088,0.020477744,0.017685812
0.0035684113,0.008138462,0.0053261416,0.0140065765
0.010249855,0.025842723,0.017111123,0.018334268
0.011152062,0.0046157856,0.007711886,0.004298504
0.007875332,0.0073893196,0.0029330156,0.003365899
0.024993202,0.020143075,0.012779975,0.013926802
0.0159346,0.008545946,0.011789631,0.016234439
0.007885823,0.010300675,0.00518815,0.009613506
0.020482808,0.022290591,0.019376827,0.028968208
0.0073023704,0.0055649066,0.009774835,0.0063776094
0.01479585,0.005741154,0.015683277,0.010819021
0.021317022,0.022701476,0.012511332,0.01542262
0.0040621646,0.0015020466,0.0022013695,0.0028268746
0.020545293,0.0076860036,0.009859543,0.020354666
0.011716568,0.016629687,0.009899747,0.004396966
0.0030464516,0.0012990216,0.0021612337,0.004534855
0.010642244,0.006690715,0.008206343,0.0067618014
0.008635964,0.005230854,0.006750893,0.0028517668
0.012381213,0.009449238,0.012760052,0.008308782
0.0065268395,0.013625436,0.00664054,0.0065659755
0.008424207,0.0067353267,0.011901276,0.013455907
0.010701984,0.009481556,0.0086538885,0.010280196
0.0071244873,0.0036891534,0.0062750657,0.003649701
0.01591975,0.0051582945,0.01828302,0.008733586
0.017978337,0.011273772,0.009349749,0.0055647218
0.014849181,0.00482251,0.01281655,0.004200598
0.015691118,0.009642228,0.011774464,0.010969547
0.014836694,0.011860624,0.026927454,0.011142521
0.0031203423,0.0057295864,0.002017293,0.0062831608
0.0058694687,0.005281058,0.0025466064,0.0043665282
0.021570876,0.0212949,0.014854589,0.017554846
0.012661563,0.0100644855,0.010831602,0.008721908
0.010128656,0.009856719,0.00812899,0.009441921
0.006866021,0.0054189116,0.0027738712,0.0047940887
0.0033720245,0.005015812,0.005086881,0.0039889575
0.0077457856,0.010950024,0.0061344807,0.006363721
0.013773325,0.017227666,0.005709663,0.0048348675
0.012375547,0.008857488,0.008303275,0.018207354
0.008240902,0.012899703,0.0058930907,0.009491745
0.0126004005,0.006635525,0.019527366,0.010582619
0.0023875057,0.008498722,0.0013701218,0.0032340754
0.008834883,0.007444859,0.007070353,0.012345313
0.008768667,0.012875796,0.0077866716,0.017538317
0.022290338,0.02123337,0.016413976,0.02219728
0.012448,0.014067297,0.021428749,0.016314609
0.017036755,0.016011626,0.0053487075,0.008984342
0.015488037,0.0065886416,0.0079363305,0.00439582
0.012160406,0.008488421,0.007524264,0.013693483
0.00546325,0.0039279526,0.004947347,0.0022970529
0.0066565666,0.004419352,0.0037962839,0.006327453
0.010033861,0.0054178014,0.015178253,0.015538468
0.01287358,0.012205338,0.009973499,0.009565979
0.0068215085,0.007721602,0.0063025816,0.003127895
0.010518049,0.011580506,0.01188283,0.012020481
0.019110505,0.013807963,0.018026438,0.021372339
0.0036894898,0.0017699281,0.006288901,0.0029425034
0.010948588,0.013772683,0.00904683,0.00858927
0.0035747103,0.0035610502,0.0032618681,0.0025748499
0.0036432028,0.008633079,0.0036585496,0.0058421786
0.008314972,0.009488218,0.0064367363,0.012729628
0.003538913,0.0017310887,0.003871413,0.0013140204
0.003977533,0.0046002134,0.00778606,0.0046598297
0.015721519,0.01293912,0.013559987,0.0094244145
0.010561376,0.0043981248,0.0055783484,0.0071778637
0.017644867,0.013709083,0.011170492,0.017602189
0.003943831,0.0056717633,0.002043674,0.0034231872
0.003286594,0.0028837877,0.0027230617,0.0022595408
0.0037129705,0.0029384675,0.0018108013,0.0029385441
0.008454349,0.00996961,0.007421871,0.014245402
0.0019761513,0.0013023894,0.004671271,0.003794602
0.01115537,0.008213903,0.010540543,0.0068523586
0.004140636,0.010717837,0.004546032,0.0026372983
0.007316313,0.005339595,0.0029247664,0.0037861771
0.005702894,0.007303587,0.0106387455,0.010738308
0.015069273,0.0060396423,0.009766614,0.004456756
0.006135062,0.0048799934,0.005044897,0.002632554
0.007241322,0.00856024,0.007222123,0.0035619691
0.0040051183,0.005563223,0.004468637,0.0032975432
0.035390537,0.022529257,0.022227764,0.011096956
0.005076756,0.0056535676,0.008830862,0.0065415823
0.009229903,0.0022370066,0.011383073,0.005482469
0.0073023527,0.008361766,0.006182361,0.009307387
0.0060088364,0.009028091,0.0051511494,0.006373084
0.0042751343,0.007971839,0.005767171,0.0070840144
0.003919209,0.0054894933,0.002262189,0.0035076244
0.015207426,0.008326654,0.011131331,0.0055863266
0.0076161125,0.0084070405,0.0053635556,0.0045210454
0.0088768285,0.0054425597,0.010365344,0.0075832536
0.020048706,0.011881867,0.010021984,0.012478824
0.01008601,0.0051060473,0.004849334,0.006197896
0.005614688,0.0049068257,0.005428725,0.005740359
0.009466624,0.008445451,0.009293051,0.0068263533
0.0078120846,0.0045087696,0.008802751,0.009355824
0.005977385,0.0032434682,0.004738242,0.003645263
0.015656041,0.010048905,0.010314412,0.009491651
0.004756841,0.0033116452,0.010785316,0.0046235253
0.014636031,0.012616607,0.014378835,0.009478905
0.004168025,0.0027683093,0.0025529733,0.003615352
0.014595164,0.010384549,0.031939123,0.010528053
0.0057316567,0.00607257,0.003682912,0.004019753
0.01723608,0.018391568,0.010818775,0.016492141
0.0050539575,0.0049627535,0.003050814,0.004861937
0.012533106,0.012036098,0.0050830096,0.008688413
0.0070802486,0.006286687,0.00987973,0.013437045
0.007954116,0.0036336277,0.006772326,0.007686313
0.008762842,0.0045667877,0.008367446,0.005422359
0.0099862525,0.0028369885,0.00831432,0.004683783
0.003475957,0.0074058915,0.0029252877,0.005160323
0.0092983395,0.020044936,0.009114167,0.0038651
0.002650643,0.0034983666,0.002166662,0.0032034211
0.026727373,0.012877833,0.02143416,0.00970283
0.019564202,0.015101552,0.020561833,0.0060993456
0.011495599,0.010924347,0.008474414,0.01265636
0.014248241,0.009071328,0.014817714,0.01417541
0.028951485,0.012136103,0.015329896,0.0121047925
0.016636565,0.008449757,0.010724908,0.008792941
0.008225343,0.010114596,0.004558593,0.0062096966
0.007316933,0.00790801,0.010980115,0.005815144
0.008012627,0.017362585,0.005175972,0.0066598845
0.027803412,0.014703605,0.011118547,0.010871827
0.0069926614,0.011735411,0.0045978054,0.007801171
0.029925814,0.03668114,0.025457527,0.02970103
0.014345705,0.009931879,0.01464779,0.017954502
0.01224413,0.003181803,0.0076911044,0.004887087
0.0100549925,0.007391583,0.006936509,0.007124845
0.010556673,0.012080804,0.009633347,0.016341062
0.010535014,0.014107078,0.00871697,0.00947464
0.006717772,0.005620239,0.0032629583,0.004859518
0.0042066798,0.0022014,0.0035082663,0.0038478277
0.02940325,0.0136384005,0.018148217,0.023905765
0.007921287,0.015008128,0.004229944,0.003729156
0.0022439759,0.0052758357,0.0022206847,0.0038837993
0.013711662,0.009656508,0.012876682,0.014341985
0.012355526,0.0069346405,0.009937075,0.009547872
0.009277042,0.009244767,0.007078583,0.006538286
0.005325528,0.004234679,0.0035617473,0.0029888833
0.01572123,0.022303002,0.012447015,0.024630735
0.012334195,0.010197843,0.010221976,0.010028808
0.011844467,0.0047393595,0.0087069385,0.006071793
0.017532663,0.010265254,0.0082945,0.005543612
0.007008244,0.01092848,0.003617108,0.0067980434
0.005289933,0.0033709847,0.004521756,0.0039864215
0.0038668683,0.0010428334,0.0025219664,0.0033005408
0.029661218,0.023119528,0.02717784,0.012028594
0.020481303,0.010513528,0.009338895,0.018583056
0.01963638,0.014913745,0.010955536,0.009948905
0.01331564,0.012155429,0.0111997565,0.013696833
0.011945656,0.0062016216,0.009087841,0.010452624
0.005361032,0.009616189,0.0067824502,0.0062634945
0.0036815284,0.002795283,0.0046894657,0.0048180427
0.0076128407,0.009926882,0.006134742,0.004091966
0.016499948,0.0058155465,0.016475214,0.017100267
0.0033164078,0.003199585,0.0080258995,0.0050250175
0.0042724474,0.013672059,0.008995136,0.0065498864
0.010102568,0.012867709,0.007934994,0.025298038
0.0043190555,0.0024311903,0.0040108287,0.0031095627
0.015962994,0.027760299,0.017055882,0.009934449
0.0020082481,0.0035260695,0.0016256426,0.0031036793
0.0029718138,0.0021079278,0.00649631,0.0015760966
0.0073234304,0.010531893,0.012190016,0.016819695
0.012123955,0.008403214,0.009933529,0.011508941
0.01680854,0.0059278402,0.014744918,0.011357682
0.016706247,0.025682654,0.014610734,0.019185714
0.0042558415,0.005153253,0.0068375254,0.007904662
0.007167476,0.008431343,0.009800234,0.009532074
0.00271021,0.009278309,0.0025073313,0.002486674
0.0060003274,0.0021455686,0.0039880937,0.0042330725
0.019693842,0.012957872,0.012106185,0.021699773
0.0106023885,0.007646181,0.007582582,0.004598648
0.004049131,0.00312692,0.0026861327,0.0025378293
0.0038365163,0.005613091,0.0020606588,0.005090034
0.004042535,0.009211824,0.0030771405,0.0036036596
0.009801132,0.005408521,0.004712354,0.0067688986
0.0033091702,0.002017386,0.0020928124,0.0032071036
0.0070476397,0.011950678,0.0059182714,0.00567807
0.008180726,0.0033564349,0.0059068394,0.0080469465
